,id,last_scraped,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude
122089,17743923.0,2019-05-04,Manhattan,West Village,Manhattan,New York,NY,10014.0,40.73467,-74.00158
122106,2192845.0,2019-05-04,Manhattan,West Village,Manhattan,New York,NY,10014.0,40.73414,-74.00329
122114,20582155.0,2019-05-04,Flatiron District,Midtown,Manhattan,New York,NY,10010.0,40.7437,-73.98867
122162,8439595.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10003.0,40.72497,-73.98549
122169,2206115.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76189,-73.98695
122209,19701946.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10003.0,40.73227,-73.98524
122241,16425317.0,2019-05-04,Manhattan,Little Italy,Manhattan,New York,NY,10013.0,40.71872000000001,-73.99799
122242,11568577.0,2019-05-04,Chinatown,Little Italy,Manhattan,New York,NY,10013.0,40.71865,-73.99809
122276,33525996.0,2019-05-03,Manhattan,East Harlem,Manhattan,New York,NY,10029.0,40.79518,-73.9369
122304,31512897.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10003.0,40.73161,-73.98501
122366,13561422.0,2019-05-04,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211.0,40.7073,-73.95382
122374,393479.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10025.0,40.79941,-73.97026
122401,18515135.0,2019-05-04,Manhattan,Financial District,Manhattan,New York,NY,10005.0,40.70526,-74.0065
122402,18630242.0,2019-05-04,Manhattan,Financial District,Manhattan,New York,NY,10005.0,40.70516,-74.00656
122424,25477344.0,2019-05-04,Manhattan,Financial District,Manhattan,New York,NY,10005.0,40.70555,-74.0084
122446,1646541.0,2019-05-04,Queens,Long Island City,Queens,Queens,NY,11101.0,40.75365,-73.93315
122468,24762254.0,2019-05-03,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11215.0,40.67151,-73.97304
122493,32402631.0,2019-05-04,Manhattan,Inwood,Manhattan,New York,NY,10034.0,40.87266,-73.92008
122501,17528420.0,2019-05-04,Murray Hill,Murray Hill,Manhattan,New York,NY,10016.0,40.74748,-73.97468
122524,13748499.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10023.0,40.77593,-73.9896
122526,23413299.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10028.0,40.77682,-73.95449
122528,29684774.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.7554,-73.99732
122573,821252.0,2019-05-04,Midtown,Midtown,Manhattan,New York,NY,10001.0,40.75314,-73.98464
122578,30678298.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10018.0,40.75488,-73.99616
122593,28282956.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011.0,40.74362,-74.00617
122604,9236451.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76222,-73.99021
122612,12225681.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76326,-73.98886999999998
122656,11728655.0,2019-05-04,The Bronx,Norwood,Bronx,Bronx,NY,10458.0,40.87432,-73.88519000000002
122905,25578192.0,2019-05-04,Astoria,Astoria,Queens,Queens,NY,11103.0,40.76184,-73.91745999999998
122920,5665717.0,2019-05-04,Cobble Hill,Cobble Hill,Brooklyn,Brooklyn,NY,11201.0,40.68908,-73.9976
122994,10411712.0,2019-05-04,Queens,Long Island City,Queens,Queens,NY,11106.0,40.75945,-73.93009
123000,19714340.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10024.0,40.7896,-73.97264
123023,19385839.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.7668,-73.99024
123027,20088021.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76383,-73.98862
123032,28090976.0,2019-05-04,Manhattan,Two Bridges,Manhattan,New York,NY,10002.0,40.71197,-73.99679
123065,13940981.0,2019-05-04,Manhattan,Nolita,Manhattan,New York,NY,10012.0,40.72255,-73.9955
123080,488309.0,2019-05-04,Manhattan,West Village,Manhattan,New York,NY,10014.0,40.73158,-74.00605
123127,26771439.0,2019-05-04,Harlem,East Harlem,Manhattan,New York,NY,10029.0,40.78951,-73.95421999999998
123209,30041275.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76374000000001,-73.98883000000002
123380,20527057.0,2019-05-03,Brooklyn,Midwood,Brooklyn,Brooklyn ,NY,11230.0,40.62283,-73.96195999999998
123472,27023745.0,2019-05-03,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11206.0,40.70073,-73.92926999999997
123568,32593387.0,2019-05-03,Manhattan,East Harlem,Manhattan,New York,NY,10037.0,40.80953,-73.93854
123592,31857139.0,2019-05-03,Brooklyn,Borough Park,Brooklyn,Brooklyn,NY,11219.0,40.64159,-73.99726
123648,27276932.0,2019-05-04,Manhattan,Greenwich Village,Manhattan,New York,NY,,40.73382,-73.99309000000002
123662,31984445.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10012.0,40.72393,-74.00376
123823,18564012.0,2019-05-04,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71496,-73.94593
123824,18635167.0,2019-05-04,Queens,Sunnyside,Queens,Queens,NY,,40.73786,-73.92534
123914,19815841.0,2019-05-04,Midtown East,Midtown,Manhattan,New York,NY,10017,40.75094,-73.96949000000002
123947,21934226.0,2019-05-04,Brooklyn,Gowanus,Brooklyn,Brooklyn,NY,11215,40.67803,-73.98384
123957,31772174.0,2019-05-04,Manhattan,Greenwich Village,Manhattan,New York,NY,10012,40.72867,-74.00075
123987,31285015.0,2019-05-03,Brooklyn,Williamsburg,Brooklyn,Brooklyn ,NY,11211,40.71359,-73.94763
124003,23054311.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018,40.75056,-73.98465999999998
124010,32547586.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76144,-73.99114
124017,29053321.0,2019-05-04,Harlem,East Harlem,Manhattan,New York,NY,10037,40.80904,-73.93824000000002
124034,28248156.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10021,40.77099000000001,-73.95664000000002
124063,18224659.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69363,-73.91215
124250,300140.0,2019-05-04,Chelsea,Chelsea,Manhattan,New York,NY,10001,40.75305,-73.99925999999998
124279,1820935.0,2019-05-04,Fort Greene,Fort Greene,Brooklyn,Brooklyn,NY,11217,40.68849,-73.97351
124283,2563967.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10016,40.72416,-73.99114
124293,29164527.0,2019-05-04,Brooklyn,Crown Heights,Brooklyn,Brooklyn,NY,11213,40.67463,-73.93382
124298,24103359.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.72013,-73.98653
124306,27174650.0,2019-05-04,Brooklyn,Crown Heights,Brooklyn,Brooklyn,NY,11213,40.67282,-73.9324
124370,6002889.0,2019-05-04,Harlem,Harlem,Manhattan,New York,NY,10027,40.81323,-73.9509
124379,24476310.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10075,40.76903,-73.94988000000002
124406,9062286.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.75864,-73.99365999999998
124416,32509609.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.72053,-73.99042
124433,26391661.0,2019-05-04,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.71487,-73.96115999999998
124474,19713169.0,2019-05-04,Midtown,Midtown,Manhattan,New York,NY,10017,40.75126,-73.97163
124488,18179852.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.76452000000001,-73.98755
124530,27006748.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.7615,-73.99041
124572,3793002.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.69925,-73.92307
124596,8867253.0,2019-05-03,Manhattan,Upper East Side,Manhattan,New York,NY,10021,40.76885,-73.95469
124606,28638376.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11207,40.68364,-73.90809
124711,23610838.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70029,-73.92244000000002
124723,16003132.0,2019-05-04,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11210,40.63705,-73.95069000000002
124772,8666770.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10003,40.73346,-73.98798000000002
124776,14617354.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70124000000001,-73.91386
124783,13435559.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10024,40.79013,-73.97406
124823,11761147.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011,40.73794,-73.99426
124883,20621815.0,2019-05-03,Upper West Side,Upper West Side,Manhattan,New York,NY,10025,40.80346,-73.96515
124916,7970.0,2019-05-04,Flatiron District,Flatiron District,Manhattan,New York,NY,10010,40.743,-73.99065
124943,12764112.0,2019-05-04,The Bronx,Kingsbridge,Bronx,Bronx,NY,10463,40.88231,-73.89583
124961,20189218.0,2019-05-04,Brooklyn,Clinton Hill,Brooklyn,Brooklyn,NY,11205,40.6964,-73.96823
124984,8650800.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn ,NY,11233,40.67754,-73.92373
124990,58294.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10012,40.72554,-74.00363
125006,17547436.0,2019-05-03,Bedford-Stuyvesant,Cypress Hills,Brooklyn,Brooklyn,NY,11233,40.67661,-73.90462
125027,20322491.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.76382,-73.99121
125055,30593595.0,2019-05-04,Manhattan,Upper West Side,Manhattan,New York,NY,10025,40.79977,-73.96074
125132,19179842.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10009,40.72363,-73.98434
125133,19140493.0,2019-05-03,Upper West Side,Upper West Side,Manhattan,New York,NY,10023,40.77992,-73.98285
125147,17285548.0,2019-05-04,Nolita,Nolita,Manhattan,New York,NY,10012,40.72328,-73.99508
125193,27759308.0,2019-05-04,Gramercy Park,Gramercy,Manhattan,New York,NY,10003,40.73378,-73.98581999999998
125264,5068303.0,2019-05-04,Brooklyn,Flatbush,Brooklyn,Brooklyn,NY,11226,40.65067,-73.96348
125299,11969810.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn  ,NY,11221,40.68741,-73.92289
125307,16812019.0,2019-05-04,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11217,40.67889,-73.97865
125315,16050144.0,2019-05-03,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70362,-73.91507
125485,12776406.0,2019-05-04,Manhattan,Gramercy,Manhattan,New York,NY,10010,40.73713,-73.98207
125508,29946724.0,2019-05-04,East Harlem,East Harlem,Manhattan,New York,NY,10037,40.80759000000001,-73.93738
125556,26445672.0,2019-05-04,Chelsea,Chelsea,Manhattan,New York,NY,10011,40.74112,-73.99826
125592,21676736.0,2019-05-04,Flatiron District,Gramercy,Manhattan,New York,NY,10003,40.73651,-73.98733
125604,28329915.0,2019-05-04,Brooklyn,Fort Hamilton,Brooklyn,Brooklyn,NY,11209,40.61882,-74.02642
125719,24164629.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.69962,-73.9213
125733,22631418.0,2019-05-04,Chelsea,Chelsea,Manhattan,New York,NY,10001,40.75101,-73.99566
125761,23582635.0,2019-05-04,Manhattan,Greenwich Village,Manhattan,New York,NY,10003,40.73192,-73.99304000000002
125767,22808947.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018,40.74962,-73.98453
125776,22464849.0,2019-05-03,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11206,40.69567,-73.94375
125800,21385218.0,2019-05-04,Cobble Hill,Cobble Hill,Brooklyn,Brooklyn,NY,11201,40.68974,-73.99806
125801,21346557.0,2019-05-04,Brooklyn,Cobble Hill,Brooklyn,Brooklyn,NY,11201,40.68817,-73.99937
125837,27759604.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.75622,-73.99903
125856,26944477.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10022,40.76283,-73.96896
125865,15831633.0,2019-05-04,Alphabet City,East Village,Manhattan,New York,NY,10009,40.72187,-73.98209
125867,15563647.0,2019-05-04,Queens,Flushing,Queens,Queens,NY,11355,40.75763,-73.82481
125868,15547485.0,2019-05-04,Flatiron District,Flatiron District,Manhattan,New York,NY,10018,40.7395,-73.98535
125958,21623658.0,2019-05-04,Manhattan,West Village,Manhattan,New York,NY,10014,40.73328,-74.00516999999998
125966,19602406.0,2019-05-04,Midtown East,Midtown,Manhattan,New York,NY,10022,40.75645,-73.97049
126031,6412848.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,,40.76303,-73.98154
126057,8238615.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10009,40.72707,-73.98362
126077,24778376.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10028,40.77509000000001,-73.95266
126157,7638848.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10009,40.72898,-73.98066999999998
126162,7033871.0,2019-05-04,Brooklyn,Dyker Heights,Brooklyn,Brooklyn,NY,11219,40.62366,-74.00086999999998
126191,4764999.0,2019-05-04,Brooklyn,Carroll Gardens,Brooklyn,Brooklyn,NY,11231,40.68332,-73.99235999999998
126194,15272450.0,2019-05-04,Manhattan,Flatiron District,Manhattan,New York,NY,10010,40.74205,-73.98751
126257,29588870.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.76236,-73.99179000000002
126260,29412139.0,2019-05-03,Brooklyn,Flatbush,Brooklyn,Brooklyn,NY,11226,40.64594,-73.96291
126263,29060447.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,Manhattan,NY,10002,40.71281,-73.9902
126273,27281897.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68493,-73.9493
126282,12990712.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10022,40.76151,-73.9609
126324,25638961.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.76298,-73.9898
126329,24825053.0,2019-05-04,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11217,40.67844,-73.97961
126362,32356834.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11207,40.68331,-73.90614000000002
126410,27901442.0,2019-05-04,Soho,SoHo,Manhattan,New York,NY,10012,40.72472,-73.99925
126434,25161073.0,2019-05-04,Greenwich Village,Greenwich Village,Manhattan,New York,NY,10012,40.73028,-74.00113
126469,11550211.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018,40.75033,-73.98546999999998
126489,21098505.0,2019-05-03,Chelsea,Chelsea,Manhattan,New York,NY,10001,40.7453,-73.99766
126519,26418401.0,2019-05-03,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036,40.75866,-73.98996
126520,26390719.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10022,40.75587,-73.96648
126524,26040647.0,2019-05-04,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11212,40.66332,-73.92452
126526,25865118.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68984,-73.93149
126550,9626230.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.6801,-73.94196
126563,33041441.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69271,-73.92044
126606,30908452.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.683,-73.92559
126614,30418906.0,2019-05-03,Brooklyn,Flatbush,Brooklyn,Brooklyn,NY,11230,40.63381,-73.96674
126615,30404102.0,2019-05-04,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67503,-73.97591
126628,23381366.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70086,-73.92438
126681,18564419.0,2019-05-04,Midtown,Midtown,Manhattan,New York,NY,10022,40.75905,-73.9689
126685,18293288.0,2019-05-03,Flatbush,Flatbush,Brooklyn,Brooklyn,NY,11218,40.64709000000001,-73.96655
126691,18119037.0,2019-05-03,Sunset Park,Sunset Park,Brooklyn,Brooklyn,NY,11220,40.64155,-74.01935
126699,28631315.0,2019-05-04,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.7196,-73.98843000000002
126703,28227457.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10017,40.75287,-73.96932
126746,24920874.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018,40.75088,-73.98649
126752,18117857.0,2019-05-04,Astoria,Astoria,Queens,Queens,NY,11103,40.76822,-73.91608000000002
126760,3833207.0,2019-05-04,Astoria,Astoria,Queens,Queens,NY,,40.76581,-73.92043000000002
126763,3497152.0,2019-05-04,Brooklyn,Carroll Gardens,Brooklyn,Brooklyn,NY,11231,40.68153,-73.99929
126808,4263843.0,2019-05-04,Greenwood Heights,Sunset Park,Brooklyn,Brooklyn,NY,11232,40.65676,-73.99984
126841,24831821.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10028,40.77585,-73.95326
126883,14655999.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10001,40.75004000000001,-73.99721
126912,27432584.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10065,40.76161,-73.96426
126913,27423028.0,2019-05-03,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.68096,-73.91529
126939,29451721.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10017,40.75393,-73.97245
126946,28844095.0,2019-05-03,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.76517,-73.98971
126953,28097271.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10128,40.77996,-73.94588
126959,20802057.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036,40.76318,-73.99309000000002
126970,5816154.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Clinton Hill Brooklyn,NY,11205,40.69366,-73.96075
127021,28003856.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11206,40.70288,-73.93029
127026,27685550.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.68411,-73.919
127065,4342304.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10012,40.72535,-74.00231
127084,16178357.0,2019-05-04,Flatiron District,Gramercy,Manhattan,New York,NY,10003,40.73694,-73.98935
127089,15771318.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036,40.75998,-73.98809
127131,24018419.0,2019-05-04,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.71821,-73.98229
127136,23582824.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69361,-73.92795
127141,22985064.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018,40.75125,-73.98635
127170,20523457.0,2019-05-03,Harlem,East Harlem,Manhattan,New York,NY,10029,40.79167,-73.93930999999998
127191,15433592.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,brooklyn ,NY,11233,40.68014,-73.92156
127199,13464927.0,2019-05-04,Midtown,Midtown,Manhattan,New York,NY,10001,40.74833,-73.9849
127219,11724255.0,2019-05-04,Manhattan,Murray Hill,Manhattan,New York,NY,10016,40.75035,-73.98083000000003
127245,21079508.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68569,-73.93678
127255,12584271.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018,40.74978,-73.98491999999997
127282,19031723.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.71997,-73.9893
127301,14056526.0,2019-05-04,Harlem,East Harlem,Manhattan,New York,NY,10029,40.789,-73.94041
127306,13799412.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019,40.76539,-73.98461
127337,22420299.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10075,40.76923,-73.95260999999998
127404,11546119.0,2019-05-03,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69307,-73.92723000000002
127414,9990313.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011,40.73853,-73.99488000000002
127447,23129398.0,2019-05-03,Manhattan,Upper West Side,Manhattan,New York,NY,10024,40.78565,-73.97961
127448,22984244.0,2019-05-04,Midtown,Murray Hill,Manhattan,New York,NY,10016,40.74379,-73.97218000000002
127450,22698813.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.69945,-73.92345
127468,21475962.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68534,-73.93457
127516,24425684.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10021,40.76977,-73.9548
127517,24226964.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.67725,-73.92674
127561,9513686.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10128,40.78614,-73.9528
127659,24681785.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69007,-73.91226
127690,29606554.0,2019-05-04,Chelsea,Chelsea,Manhattan,New York,NY,10011,40.7444,-73.99843
127693,29454338.0,2019-05-04,East Harlem,East Harlem,Manhattan,New York,NY,10035,40.79527,-73.93293
127697,29276331.0,2019-05-04,Manhattan,Upper West Side,Manhattan,New York,NY,10024,40.78366,-73.97156
127730,7967524.0,2019-05-04,The Bronx,West Farms,Bronx,Bronx ,NY,10460,40.84533,-73.87956
127818,20459566.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10025,40.79846,-73.95985999999998
127821,20026259.0,2019-05-03,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67366,-73.97629
127823,19876305.0,2019-05-04,Queens,Flushing,Queens,Flushing ,NY,11354,40.77003,-73.82644
127850,3978092.0,2019-05-04,Brooklyn,Boerum Hill,Brooklyn,Brooklyn,NY,11217,40.68516,-73.97888
127859,24759233.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10028,40.77587,-73.95302
127929,17301466.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10012,40.7276,-74.00236
127936,16391247.0,2019-05-03,Manhattan,East Village,Manhattan,New York,NY,10003,40.7317,-73.98425999999998
127957,4359703.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10019,40.76182,-73.99181999999998
127970,19296134.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.71943,-73.98734
128020,19237728.0,2019-05-04,East Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11212,40.66289,-73.9234
128026,18649858.0,2019-05-03,Manhattan,Chelsea,Manhattan,New York,NY,10011,40.73863,-73.99821999999998
128033,2126194.0,2019-05-04,Brooklyn,Prospect Heights,Brooklyn,Brooklyn,NY,11238,40.67607,-73.96413000000003
128045,875460.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.76884,-73.98893000000002
128107,24276099.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011,40.74563,-73.9956
128231,20718077.0,2019-05-03,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68702,-73.92732
128233,20620824.0,2019-05-03,Upper East Side,Upper East Side,Manhattan,New York,NY,10128,40.78166,-73.95198
128286,8257211.0,2019-05-04,The Bronx,West Farms,Bronx,Bronx,NY,10460,40.84449,-73.88096
128374,19914589.0,2019-05-03,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036,40.76243,-73.995
128391,23436058.0,2019-05-04,Boerum Hill,Cobble Hill,Brooklyn,Brooklyn,NY,11201,40.68704,-73.99131
128494,31902372.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019,40.761,-73.99175
128511,13552.0,2019-05-04,Manhattan,Upper West Side,Manhattan,New York,NY,10023,40.77898,-73.98170999999998
128536,31960077.0,2019-05-03,Queens,Astoria,Queens,Queens,NY,11101,40.7578,-73.92328
128548,31310090.0,2019-05-04,Manhattan,Flatiron District,Manhattan,New York,NY,10010,40.73997,-73.98703
128570,24203001.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10018,40.75501,-73.99423
128621,12002608.0,2019-05-03,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69371,-73.91212
128642,20915965.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10001,40.74702,-73.98501
128645,20514740.0,2019-05-03,Midwood,Midwood,Brooklyn,Brooklyn ,NY,11230,40.62174,-73.9608
128700,19528653.0,2019-05-04,Brooklyn,Cypress Hills,Brooklyn,Brooklyn,NY,11207,40.68058,-73.89253000000002
128724,25532628.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.71862,-73.98411
128760,21900897.0,2019-05-03,Manhattan,West Village,Manhattan,New York,NY,10014,40.73299,-74.005
128799,14844098.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019,40.76284,-73.99021
128846,7750681.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011,40.74534,-74.00604
128890,15772854.0,2019-05-03,Queens,Astoria,Queens,Queens,NY,11103,40.75902,-73.91819
128898,5576528.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10014,40.72804,-74.00371
128920,20213951.0,2019-05-04,Forest Hills,Rego Park,Queens,Queens,NY,11374,40.72709,-73.85376
128986,26160357.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10003,40.72636,-73.98871
128997,18389825.0,2019-05-03,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036,40.76067000000001,-73.98991
129003,17624132.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76484,-73.99324
129026,28814749.0,2019-05-04,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67641,-73.98321999999997
129035,9662654.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036,40.76243,-73.99199
129057,2576206.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68372,-73.94955999999998
129177,30564346.0,2019-05-04,West Village,West Village,Manhattan,New York,NY,10014,40.73089,-74.0045
129181,16981121.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,,40.74533,-73.98854
129190,30396951.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10009,40.72477,-73.98402
129204,14857830.0,2019-05-04,Flatiron District,Flatiron District,Manhattan,New York,NY,10010,40.74339000000001,-73.99031
